member_type,rideable_type,trip_year,trip_month,trip_day_of_week,trip_hour,avg_ride_length_seconds,total_trips
member,classic_bike,2024,11,2,20,763,606
member,electric_bike,2024,2,2,12,532,422
member,electric_bike,2024,5,5,3,747,57
member,classic_bike,2024,6,1,21,1015,834
member,classic_bike,2024,7,4,22,962,944
casual,classic_bike,2024,9,5,21,1204,513
member,electric_bike,2024,12,1,5,775,55
casual,electric_bike,2024,12,1,8,651,73
casual,electric_bike,2024,5,1,7,1365,249
member,electric_bike,2024,8,5,13,659,1644
member,electric_bike,2024,2,4,23,574,104
casual,electric_bike,2024,9,1,15,1194,2105
casual,classic_bike,2024,9,3,10,2198,436
member,classic_bike,2024,11,7,6,940,139
member,classic_bike,2024,12,4,5,613,104
member,electric_bike,2024,1,7,0,571,105
casual,classic_bike,2024,4,4,23,2242,62
casual,classic_bike,2024,5,1,23,1949,224
member,electric_bike,2024,7,3,10,762,1066
casual,classic_bike,2024,7,5,3,2930,28
casual,classic_bike,2024,8,2,3,913,20
member,classic_bike,2024,2,7,22,747,198
casual,electric_bike,2024,8,1,23,850,455
casual,electric_bike,2024,10,2,5,492,107
casual,electric_bike,2024,5,3,18,811,952
member,classic_bike,2024,7,6,10,814,1043
member,electric_bike,2024,8,3,2,682,50
member,classic_bike,2024,5,6,9,725,1293
member,classic_bike,2024,9,3,2,620,11
member,classic_bike,2024,10,5,20,695,1155
casual,electric_bike,2024,11,2,20,494,196
member,electric_bike,2024,12,1,22,575,242
member,classic_bike,2024,5,4,21,858,1107
casual,electric_bike,2024,6,7,15,1104,2325
member,electric_bike,2024,6,2,3,641,76
casual,classic_bike,2024,8,2,20,1295,686
member,classic_bike,2024,8,1,22,995,431
member,electric_bike,2024,11,4,5,452,251
member,classic_bike,2024,12,6,16,640,602
member,classic_bike,2024,5,3,17,844,3216
casual,classic_bike,2024,7,2,11,2345,881
casual,electric_bike,2024,9,5,20,756,718
member,classic_bike,2024,2,5,11,637,919
member,classic_bike,2024,3,2,11,681,668
casual,classic_bike,2024,6,5,19,1535,1206
member,classic_bike,2024,7,7,14,995,1977
member,classic_bike,2024,8,4,14,758,1190
member,classic_bike,2024,9,1,14,863,1521
casual,classic_bike,2024,11,7,22,1058,162
casual,classic_bike,2024,12,6,1,1166,27
casual,electric_bike,2024,8,1,6,825,240
member,electric_bike,2024,9,7,22,778,997
member,electric_scooter,2024,9,4,23,603,168
member,electric_bike,2024,10,6,1,560,143
member,electric_bike,2024,11,3,1,409,40
member,classic_bike,2024,6,7,14,958,2080
member,classic_bike,2024,9,4,6,671,942
casual,electric_bike,2024,12,6,17,590,264
member,classic_bike,2024,11,5,12,733,644
member,classic_bike,2024,12,2,11,543,568
casual,classic_bike,2024,7,3,9,1834,742
member,classic_bike,2024,1,4,7,680,1185
member,classic_bike,2024,1,6,18,700,493
casual,electric_bike,2024,10,5,20,610,696
member,electric_bike,2024,11,2,11,633,783
casual,classic_bike,2024,11,3,17,1212,370
casual,electric_bike,2024,1,6,2,612,9
member,classic_bike,2024,2,2,19,683,844
member,electric_bike,2024,5,4,22,683,891
member,classic_bike,2024,5,5,11,753,1337
casual,electric_bike,2024,7,4,14,986,1172
casual,electric_bike,2024,8,2,4,557,62
member,electric_bike,2024,9,4,7,669,2449
casual,classic_bike,2024,9,6,2,918,27
member,electric_bike,2024,1,3,18,598,627
member,electric_bike,2024,2,1,8,535,175
casual,classic_bike,2024,2,2,13,2098,279
casual,classic_bike,2024,2,3,3,842,9
member,electric_bike,2024,4,6,9,571,840
member,electric_bike,2024,4,5,19,551,1017
casual,classic_bike,2024,5,5,5,778,63
member,classic_bike,2024,11,3,1,555,22
casual,electric_bike,2024,12,2,12,706,282
casual,electric_bike,2024,12,3,2,546,30
member,electric_bike,2024,3,1,23,521,123
casual,classic_bike,2024,4,1,8,2377,177
casual,electric_bike,2024,5,7,23,947,553
casual,electric_bike,2024,6,4,23,873,381
member,classic_bike,2024,6,5,3,343,16
casual,electric_bike,2024,5,7,0,777,391
casual,electric_bike,2024,6,4,0,773,261
casual,classic_bike,2024,3,7,0,1120,95
member,classic_bike,2024,3,4,22,720,249
member,classic_bike,2024,4,1,22,837,181
member,electric_bike,2024,7,6,2,670,89
member,classic_bike,2024,8,2,20,801,1252
casual,electric_bike,2024,11,7,23,744,251
casual,electric_bike,2024,12,4,23,522,50
casual,classic_bike,2024,3,3,18,1404,452
member,classic_bike,2024,3,3,1,657,19
member,electric_scooter,2024,9,6,17,565,780
member,classic_bike,2024,9,6,17,846,2668
casual,classic_bike,2024,1,2,21,1906,38
casual,classic_bike,2024,4,5,13,1341,205
casual,electric_bike,2024,9,6,1,738,202
member,electric_bike,2024,10,5,11,641,1347
casual,electric_bike,2024,4,2,13,1034,772
member,electric_bike,2024,6,1,22,701,739
casual,electric_bike,2024,7,5,4,802,63
member,electric_bike,2024,8,7,7,809,775
casual,classic_bike,2024,10,3,2,1017,29
member,electric_bike,2024,12,6,8,492,724
casual,classic_bike,2024,1,5,13,1498,107
casual,classic_bike,2024,6,2,4,1042,22
casual,classic_bike,2024,8,7,6,1588,174
member,electric_bike,2024,10,2,19,597,1410
member,classic_bike,2024,10,6,1,1329,61
casual,electric_bike,2024,11,6,2,558,70
member,electric_bike,2024,5,7,14,871,1723
member,electric_bike,2024,6,4,14,737,1469
member,electric_bike,2024,11,6,16,661,2280
member,electric_bike,2024,12,3,16,627,1595
casual,electric_bike,2024,2,4,8,508,183
casual,electric_bike,2024,3,1,8,573,145
casual,classic_bike,2024,7,7,14,2062,3142
casual,electric_bike,2024,8,3,17,861,1820
casual,classic_bike,2024,8,4,14,1916,905
member,electric_scooter,2024,9,2,12,435,428
member,classic_bike,2024,10,3,9,625,1668
casual,classic_bike,2024,10,7,7,1402,243
casual,classic_bike,2024,11,4,7,736,209
casual,classic_bike,2024,12,2,19,1316,120
casual,electric_bike,2024,2,1,16,932,271
member,classic_bike,2024,5,1,6,845,231
casual,electric_bike,2024,8,6,9,920,855
casual,electric_bike,2024,9,3,9,901,429
member,electric_bike,2024,2,5,13,586,606
member,classic_bike,2024,2,6,1,454,43
casual,classic_bike,2024,6,6,3,4340,33
member,classic_bike,2024,8,4,17,852,3926
member,classic_bike,2024,5,1,3,1194,66
member,classic_bike,2024,7,6,7,713,1364
member,electric_bike,2024,8,3,5,568,364
casual,classic_bike,2024,2,4,7,1035,132
member,classic_bike,2024,3,5,6,770,415
casual,electric_bike,2024,4,7,16,1170,1397
member,classic_bike,2024,9,3,22,773,483
casual,classic_bike,2024,11,5,14,1274,206
member,classic_bike,2024,12,6,13,578,392
casual,classic_bike,2024,12,3,0,676,35
member,electric_bike,2024,7,5,18,797,2434
casual,electric_bike,2024,1,2,20,643,70
casual,electric_bike,2024,1,3,7,481,79
casual,electric_bike,2024,7,1,22,942,479
casual,electric_bike,2024,10,4,13,831,741
casual,electric_bike,2024,11,1,13,1018,604
casual,electric_bike,2024,11,2,0,636,114
casual,electric_bike,2024,5,3,21,833,535
casual,classic_bike,2024,7,2,8,1029,617
casual,classic_bike,2024,12,3,23,802,54
casual,classic_bike,2024,1,6,20,721,53
casual,classic_bike,2024,2,3,20,860,107
member,electric_bike,2024,3,4,18,592,1444
member,electric_bike,2024,3,5,5,418,133
member,electric_bike,2024,4,2,4,496,62
casual,classic_bike,2024,8,2,23,2964,159
member,electric_bike,2024,9,3,20,661,1147
casual,electric_scooter,2024,9,1,8,671,258
member,classic_bike,2024,12,7,0,560,81
casual,electric_bike,2024,5,4,8,596,836
casual,electric_bike,2024,6,3,13,1061,758
casual,electric_bike,2024,6,1,8,1037,627
casual,classic_bike,2024,8,2,0,2584,184
casual,electric_bike,2024,11,2,23,576,87
member,classic_bike,2024,2,5,14,728,1081
member,electric_bike,2024,3,2,13,506,717
member,classic_bike,2024,7,7,17,1038,2008
member,classic_bike,2024,9,1,17,937,1952
member,classic_bike,2024,11,6,22,764,367
casual,classic_bike,2024,11,7,19,1721,335
member,classic_bike,2024,1,1,12,847,413
casual,classic_bike,2024,3,4,22,852,57
member,electric_bike,2024,5,1,1,677,329
member,electric_bike,2024,7,6,5,693,294
member,classic_bike,2024,8,3,7,767,2131
member,electric_bike,2024,10,7,22,682,745
casual,classic_bike,2024,10,6,17,1360,1455
member,classic_bike,2024,10,2,19,641,1354
casual,electric_bike,2024,1,5,12,583,144
member,classic_bike,2024,4,2,6,629,637
member,electric_bike,2024,6,6,22,767,974
member,classic_bike,2024,6,7,11,956,2071
member,electric_bike,2024,2,4,3,595,24
member,electric_bike,2024,7,3,13,629,1402
casual,electric_scooter,2024,9,2,18,791,971
casual,electric_bike,2024,2,2,3,458,10
casual,electric_bike,2024,3,6,14,836,389
member,classic_bike,2024,4,6,8,668,1059
casual,electric_bike,2024,9,5,17,858,1918
member,classic_bike,2024,8,7,9,938,1770
member,classic_bike,2024,9,4,9,667,1467
member,classic_bike,2024,3,6,16,753,1190
member,classic_bike,2024,4,3,16,835,2750
member,classic_bike,2024,3,2,14,719,741
member,electric_bike,2024,5,2,11,697,973
member,classic_bike,2024,5,7,19,919,1211
member,classic_bike,2024,5,3,0,757,81
member,classic_bike,2024,6,5,6,735,1028
member,electric_bike,2024,6,4,17,775,3600
member,classic_bike,2024,12,3,21,916,228
casual,classic_bike,2024,2,7,22,1874,89
casual,classic_bike,2024,5,5,2,991,28
member,electric_bike,2024,10,2,16,678,2573
member,electric_bike,2024,11,4,22,507,297
casual,classic_bike,2024,4,3,19,1599,473
casual,electric_bike,2024,4,1,23,943,155
casual,classic_bike,2024,7,6,10,2187,1107
member,electric_bike,2024,3,6,15,582,1074
member,electric_bike,2024,3,1,3,619,81
casual,classic_bike,2024,7,1,21,1484,645
member,classic_bike,2024,10,3,6,672,966
casual,electric_bike,2024,3,2,18,824,511
casual,electric_bike,2024,8,4,15,937,1155
casual,electric_bike,2024,10,5,0,592,216
member,classic_bike,2024,1,3,17,1011,1355
member,electric_bike,2024,1,3,15,557,541
casual,electric_bike,2024,11,5,15,697,379
casual,electric_bike,2024,12,2,15,659,377
member,electric_bike,2024,4,1,17,785,1141
member,electric_bike,2024,8,6,20,756,1567
casual,electric_bike,2024,5,6,13,997,1073
casual,electric_bike,2024,10,5,23,635,464
casual,classic_bike,2024,12,6,15,837,113
member,electric_bike,2024,5,7,17,849,1687
member,electric_bike,2024,7,1,16,826,1553
member,classic_bike,2024,7,2,5,746,447
casual,classic_bike,2024,8,6,2,2008,67
casual,classic_bike,2024,6,7,13,2021,2700
casual,classic_bike,2024,6,2,1,1485,74
member,electric_scooter,2024,9,5,13,473,399
casual,classic_bike,2024,1,7,7,2312,11
casual,classic_bike,2024,3,1,7,1752,77
member,classic_bike,2024,8,6,22,841,789
casual,classic_bike,2024,8,3,10,2183,479
casual,classic_bike,2024,10,2,21,1092,220
casual,classic_bike,2024,1,2,18,907,116
member,electric_bike,2024,4,3,14,659,1216
casual,classic_bike,2024,4,5,10,1732,154
casual,electric_bike,2024,11,7,6,594,78
casual,electric_bike,2024,12,4,6,369,90
casual,electric_bike,2024,2,7,9,607,68
casual,electric_bike,2024,3,4,9,554,219
casual,electric_bike,2024,4,1,9,953,382
member,electric_bike,2024,4,6,6,527,669
casual,electric_bike,2024,8,6,12,1094,1677
casual,electric_bike,2024,9,3,12,990,555
casual,classic_bike,2024,9,7,12,1932,1883
casual,classic_bike,2024,10,4,12,1845,634
casual,classic_bike,2024,11,1,12,1780,736
member,electric_bike,2024,1,5,6,500,376
member,classic_bike,2024,2,3,0,639,71
member,electric_bike,2024,6,7,9,756,1562
casual,electric_bike,2024,7,5,1,875,176
casual,electric_bike,2024,10,7,14,1205,1734
member,electric_bike,2024,12,6,11,684,554
casual,electric_bike,2024,3,7,1,578,115
casual,electric_bike,2024,4,4,1,947,55
casual,electric_bike,2024,9,6,4,657,76
casual,classic_bike,2024,10,7,4,932,37
casual,classic_bike,2024,11,4,4,1412,12
member,electric_bike,2024,1,2,14,577,468
member,classic_bike,2024,7,2,11,715,1178
member,classic_bike,2024,9,6,23,746,456
member,electric_bike,2024,11,1,7,639,284
member,classic_bike,2024,2,1,12,802,982
member,classic_bike,2024,2,3,23,604,118
member,classic_bike,2024,5,6,15,834,2124
member,classic_bike,2024,5,4,4,999,48
member,electric_bike,2024,9,5,11,661,1213
member,electric_bike,2024,11,3,18,580,1444
casual,classic_bike,2024,5,2,10,2608,608
casual,electric_bike,2024,7,5,18,987,1822
casual,classic_bike,2024,8,5,1,1466,113
casual,electric_bike,2024,8,4,21,888,928
casual,electric_scooter,2024,9,4,9,537,443
casual,electric_bike,2024,9,1,21,996,689
casual,classic_bike,2024,9,2,23,1198,207
casual,electric_bike,2024,4,3,20,763,471
member,electric_bike,2024,6,5,18,716,2737
member,classic_bike,2024,6,5,20,919,1455
casual,electric_bike,2024,8,1,0,799,827
casual,classic_bike,2024,3,6,13,1630,361
member,classic_bike,2024,4,7,12,991,1441
casual,electric_bike,2024,8,2,10,1008,482
member,electric_scooter,2024,9,4,9,484,505
member,classic_bike,2024,10,7,8,782,837
member,classic_bike,2024,11,4,8,677,1662
member,electric_bike,2024,1,4,2,628,19
member,classic_bike,2024,3,1,4,721,39
member,electric_bike,2024,5,3,15,669,1437
casual,classic_bike,2024,5,4,21,1554,585
casual,classic_bike,2024,6,1,20,1793,1196
member,classic_bike,2024,9,6,0,711,193
member,classic_bike,2024,3,7,20,698,457
member,electric_bike,2024,5,2,5,530,218
member,classic_bike,2024,6,4,19,1030,2285
member,electric_bike,2024,10,4,7,617,2726
casual,classic_bike,2024,6,4,12,1791,929
member,classic_bike,2024,6,3,15,813,1520
casual,electric_scooter,2024,9,5,10,670,334
member,classic_bike,2024,9,5,13,651,1253
casual,classic_bike,2024,11,3,23,717,56
casual,classic_bike,2024,4,4,6,816,70
member,electric_bike,2024,10,1,15,775,1766
member,classic_bike,2024,3,3,15,683,1057
member,classic_bike,2024,6,6,7,745,1486
casual,electric_bike,2024,10,2,22,689,264
casual,electric_bike,2024,11,6,19,649,454
casual,electric_bike,2024,12,3,19,557,201
member,electric_bike,2024,4,1,0,576,388
casual,classic_bike,2024,9,2,6,849,211
member,classic_bike,2024,12,5,9,634,402
member,classic_bike,2024,1,5,14,661,551
casual,electric_bike,2024,6,1,22,944,708
member,classic_bike,2024,7,4,16,808,3602
casual,classic_bike,2024,7,1,4,1456,76
member,classic_bike,2024,8,1,16,1016,1868
casual,electric_scooter,2024,9,6,20,783,582
member,electric_bike,2024,2,4,9,616,532
member,electric_bike,2024,3,1,9,692,593
casual,classic_bike,2024,3,7,14,1729,1184
member,electric_bike,2024,10,3,3,648,42
member,classic_bike,2024,4,4,20,811,634
member,electric_bike,2024,7,2,3,610,59
member,electric_bike,2024,8,4,9,651,1362
casual,classic_bike,2024,10,6,0,1867,134
member,classic_bike,2024,11,1,16,696,1035
member,electric_bike,2024,11,7,0,594,398
member,electric_bike,2024,1,1,10,545,220
member,electric_bike,2024,5,6,7,662,1522
casual,classic_bike,2024,5,7,13,2275,2728
member,electric_bike,2024,10,5,17,700,4341
casual,classic_bike,2024,10,6,23,1081,461
member,electric_bike,2024,11,7,23,655,409
casual,classic_bike,2024,5,1,6,2916,148
casual,electric_bike,2024,8,7,16,1143,2733
casual,electric_bike,2024,1,2,3,488,17
member,classic_bike,2024,2,6,15,665,1228
casual,electric_bike,2024,4,6,12,897,573
casual,electric_bike,2024,5,4,2,768,69
casual,electric_bike,2024,10,3,12,776,681
member,electric_bike,2024,12,2,9,526,688
casual,classic_bike,2024,12,4,4,680,9
member,electric_bike,2024,1,7,17,795,312
casual,electric_bike,2024,8,5,2,895,101
casual,electric_bike,2024,9,2,2,755,167
casual,electric_bike,2024,9,7,8,885,638
member,classic_bike,2024,11,7,0,796,216
casual,classic_bike,2024,1,3,5,397,14
casual,electric_bike,2024,3,6,20,607,191
casual,classic_bike,2024,6,5,2,2069,42
member,classic_bike,2024,8,5,18,799,3390
member,classic_bike,2024,9,2,18,857,3184
casual,electric_bike,2024,12,7,21,776,120
member,classic_bike,2024,5,5,5,628,317
member,classic_bike,2024,6,2,5,807,313
casual,classic_bike,2024,9,6,8,1275,504
member,classic_bike,2024,12,1,7,819,125
member,classic_bike,2024,1,7,5,1859,22
member,classic_bike,2024,2,4,4,636,24
casual,classic_bike,2024,4,7,21,1973,407
member,classic_bike,2024,7,3,15,758,1889
member,electric_bike,2024,12,7,15,757,796
member,classic_bike,2024,5,2,13,805,1262
member,electric_bike,2024,7,7,9,771,1392
member,electric_bike,2024,9,1,9,818,1206
member,classic_bike,2024,10,4,16,738,3296
casual,classic_bike,2024,11,3,0,628,33
member,electric_bike,2024,1,6,16,595,603
member,electric_bike,2024,6,3,7,661,1783
member,classic_bike,2024,6,1,4,1479,56
member,classic_bike,2024,7,1,1,717,237
member,electric_bike,2024,11,2,17,638,2069
member,electric_bike,2024,12,4,23,556,112
casual,classic_bike,2024,1,1,14,1741,93
member,electric_bike,2024,7,4,17,775,4216
casual,electric_bike,2024,9,4,16,851,1652
member,electric_bike,2024,10,6,18,711,2449
casual,electric_bike,2024,10,1,21,760,343
casual,classic_bike,2024,3,5,3,549,3
casual,electric_bike,2024,6,1,2,866,397
member,electric_bike,2024,8,2,18,727,2525
member,electric_bike,2024,11,5,9,567,782
casual,electric_bike,2024,5,2,11,1230,620
casual,classic_bike,2024,2,5,11,1402,221
casual,classic_bike,2024,3,2,11,1968,238
casual,electric_bike,2024,8,3,11,966,586
casual,electric_bike,2024,10,6,4,576,50
casual,electric_bike,2024,11,3,4,427,25
member,electric_bike,2024,12,5,1,698,37
member,electric_bike,2024,5,4,16,798,3675
casual,classic_bike,2024,5,6,12,2020,1281
member,electric_bike,2024,6,1,16,899,2423
casual,classic_bike,2024,6,3,11,2259,578
member,classic_bike,2024,7,5,6,711,857
member,classic_bike,2024,8,2,6,622,895
casual,classic_bike,2024,1,5,19,818,78
casual,electric_bike,2024,1,7,9,471,49
casual,classic_bike,2024,2,2,19,1349,191
member,classic_bike,2024,4,5,21,897,490
casual,classic_bike,2024,8,7,12,2035,3216
member,electric_bike,2024,3,2,7,540,951
member,classic_bike,2024,9,1,11,909,1778
member,electric_bike,2024,12,3,13,521,723
member,classic_bike,2024,12,4,2,791,6
casual,electric_bike,2024,5,1,10,1139,641
casual,electric_bike,2024,8,4,1,752,118
casual,classic_bike,2024,11,7,2,1375,109
member,electric_bike,2024,8,1,17,894,1852
casual,electric_bike,2024,11,4,11,586,269
casual,electric_bike,2024,12,6,20,456,89
casual,classic_bike,2024,4,2,15,1995,670
casual,classic_bike,2024,7,5,6,1123,221
casual,classic_bike,2024,8,4,11,2095,822
member,electric_bike,2024,9,5,8,677,2907
casual,classic_bike,2024,1,3,22,833,55
member,classic_bike,2024,1,3,0,518,40
member,classic_bike,2024,3,7,17,830,1100
member,classic_bike,2024,9,6,20,804,949
casual,classic_bike,2024,10,5,16,1552,1108
casual,classic_bike,2024,11,2,16,1070,292
member,classic_bike,2024,1,3,23,615,99
member,electric_bike,2024,5,3,12,609,1049
casual,electric_bike,2024,1,5,18,658,177
member,electric_bike,2024,2,2,15,704,709
casual,electric_bike,2024,2,2,17,912,284
casual,electric_bike,2024,3,6,0,514,112
casual,electric_bike,2024,4,3,0,682,128
casual,electric_bike,2024,8,1,20,1004,911
casual,electric_bike,2024,10,2,2,510,63
member,classic_bike,2024,10,7,11,842,1667
member,classic_bike,2024,11,4,11,664,793
member,classic_bike,2024,2,1,9,775,561
member,classic_bike,2024,6,5,23,897,346
member,electric_bike,2024,7,3,7,660,2584
member,electric_bike,2024,7,1,2,685,234
member,classic_bike,2024,8,6,5,757,307
member,electric_bike,2024,1,7,20,523,140
member,classic_bike,2024,8,4,11,754,1200
member,classic_bike,2024,11,7,3,511,57
member,electric_bike,2024,12,4,0,672,74
member,electric_bike,2024,1,4,5,483,147
casual,electric_bike,2024,9,1,1,797,747
casual,electric_bike,2024,6,7,18,1092,1646
casual,electric_bike,2024,7,2,23,703,299
casual,classic_bike,2024,8,2,6,1010,203
casual,classic_bike,2024,11,6,15,1331,617
member,classic_bike,2024,6,4,16,884,2753
casual,electric_bike,2024,7,7,9,1173,1096
member,classic_bike,2024,5,3,14,807,868
casual,classic_bike,2024,9,5,1,941,68
member,electric_bike,2024,10,3,6,634,1246
casual,classic_bike,2024,10,2,1,2089,47
member,electric_bike,2024,5,5,6,556,1045
member,electric_bike,2024,6,2,6,543,1033
member,electric_bike,2024,7,5,1,684,154
member,classic_bike,2024,7,4,19,918,2950
member,classic_bike,2024,8,1,19,955,1481
member,electric_bike,2024,4,1,3,589,74
member,classic_bike,2024,10,5,17,805,3884
member,classic_bike,2024,11,2,17,669,1792
casual,classic_bike,2024,6,5,22,1444,513
casual,classic_bike,2024,1,5,16,1205,157
casual,classic_bike,2024,8,1,19,1702,1322
casual,electric_bike,2024,9,2,22,758,510
casual,classic_bike,2024,10,3,22,1165,236
member,classic_bike,2024,2,2,16,717,1711
member,classic_bike,2024,5,5,8,733,2393
casual,electric_bike,2024,7,4,17,937,2478
casual,classic_bike,2024,3,7,20,1681,213
casual,classic_bike,2024,3,2,8,907,191
member,classic_bike,2024,7,1,4,794,43
member,electric_bike,2024,11,2,14,575,988
casual,electric_bike,2024,11,2,17,560,584
member,classic_bike,2024,4,4,17,832,2006
member,electric_scooter,2024,9,6,14,513,420
casual,electric_bike,2024,4,6,15,800,677
member,classic_bike,2024,7,3,12,825,1365
member,electric_bike,2024,2,2,18,657,711
member,electric_bike,2024,8,7,10,822,2104
member,electric_bike,2024,9,4,10,707,1004
member,classic_bike,2024,12,1,10,662,467
member,classic_bike,2024,1,6,15,999,516
casual,electric_bike,2024,5,7,3,804,128
casual,classic_bike,2024,2,7,5,485,7
casual,classic_bike,2024,4,1,5,867,17
member,electric_bike,2024,6,4,11,744,1208
member,classic_bike,2024,6,5,0,1586,102
member,electric_bike,2024,9,7,2,588,250
casual,classic_bike,2024,9,3,7,1042,437
member,electric_bike,2024,11,6,13,563,1380
casual,classic_bike,2024,2,2,16,1372,404
casual,classic_bike,2024,5,5,8,1152,485
member,classic_bike,2024,5,1,9,887,953
casual,classic_bike,2024,7,4,19,2214,2088
member,electric_bike,2024,10,2,22,567,462
member,classic_bike,2024,2,3,6,817,757
member,classic_bike,2024,6,2,8,718,2083
casual,electric_bike,2024,8,2,7,636,458
casual,electric_bike,2024,10,1,18,824,901
member,electric_bike,2024,1,6,13,625,354
casual,classic_bike,2024,2,5,8,679,271
member,electric_bike,2024,7,2,23,736,372
casual,classic_bike,2024,7,7,11,2169,2684
member,electric_bike,2024,10,5,14,650,1767
casual,classic_bike,2024,12,1,9,1160,81
casual,classic_bike,2024,12,6,21,1884,53
casual,classic_bike,2024,7,3,12,2175,1045
casual,classic_bike,2024,12,5,14,1061,105
member,electric_bike,2024,1,3,21,574,199
casual,electric_bike,2024,2,7,3,409,11
casual,electric_bike,2024,3,4,3,463,8
casual,electric_bike,2024,4,1,3,719,76
casual,electric_bike,2024,8,6,6,602,450
casual,electric_bike,2024,9,3,6,595,379
member,classic_bike,2024,10,6,4,1327,48
member,electric_bike,2024,11,5,6,662,603
member,classic_bike,2024,11,3,4,509,23
member,electric_bike,2024,12,2,6,506,594
member,electric_bike,2024,5,4,19,703,2095
member,electric_bike,2024,6,1,19,834,1693
member,electric_bike,2024,10,6,21,707,842
member,electric_bike,2024,11,3,21,565,572
casual,electric_bike,2024,12,7,4,382,25
casual,electric_bike,2024,2,4,11,747,136
casual,electric_bike,2024,3,1,11,880,433
member,classic_bike,2024,5,4,1,1307,48
member,classic_bike,2024,6,1,1,848,221
casual,electric_bike,2024,8,3,14,904,853
member,electric_scooter,2024,9,2,15,494,588
casual,electric_bike,2024,1,2,17,528,178
casual,classic_bike,2024,1,4,12,1682,107
member,electric_bike,2024,3,7,19,664,747
member,electric_scooter,2024,9,1,11,521,493
member,electric_bike,2024,10,3,20,615,1278
member,classic_bike,2024,10,4,10,769,1139
casual,electric_bike,2024,2,1,19,752,100
member,electric_bike,2024,6,3,13,638,1220
casual,classic_bike,2024,6,4,18,1585,2053
casual,classic_bike,2024,6,2,7,1094,379
member,electric_bike,2024,6,1,2,682,304
casual,classic_bike,2024,3,1,4,1853,23
member,electric_scooter,2024,9,3,22,497,208
casual,electric_bike,2024,1,7,3,419,11
member,classic_bike,2024,3,1,10,767,927
casual,electric_bike,2024,7,3,13,1130,986
casual,electric_bike,2024,2,5,18,583,219
casual,classic_bike,2024,2,6,15,1194,343
casual,classic_bike,2024,3,3,15,1414,310
member,classic_bike,2024,4,1,2,482,50
casual,classic_bike,2024,9,2,0,1384,259
casual,classic_bike,2024,1,6,23,661,38
casual,electric_bike,2024,2,3,7,521,136
member,electric_bike,2024,3,5,8,576,1165
casual,electric_bike,2024,3,5,10,660,136
member,electric_bike,2024,4,2,7,582,1383
casual,electric_bike,2024,4,2,10,935,405
casual,electric_scooter,2024,9,1,11,795,848
member,electric_bike,2024,10,1,9,736,1055
member,classic_bike,2024,10,6,21,899,653
casual,electric_bike,2024,6,4,3,660,63
casual,electric_bike,2024,7,1,2,829,293
casual,classic_bike,2024,12,3,20,885,82
member,classic_bike,2024,1,2,16,964,1077
member,classic_bike,2024,4,5,7,681,1107
casual,electric_bike,2024,7,1,19,1063,964
member,classic_bike,2024,11,1,10,746,1063
casual,electric_bike,2024,1,2,0,612,79
member,electric_bike,2024,2,1,11,881,421
member,electric_bike,2024,5,6,13,717,1637
member,electric_bike,2024,5,4,2,713,48
casual,classic_bike,2024,9,6,22,1673,521
member,electric_bike,2024,11,7,17,695,1118
member,classic_bike,2024,1,5,8,698,1109
member,classic_bike,2024,4,7,18,956,1220
casual,electric_scooter,2024,9,6,14,745,762
member,classic_bike,2024,1,4,4,498,29
casual,electric_bike,2024,3,3,22,899,150
casual,electric_bike,2024,10,5,17,738,1819
casual,electric_scooter,2024,9,3,22,717,351
casual,electric_bike,2024,1,6,22,547,69
member,classic_bike,2024,3,6,13,675,834
member,classic_bike,2024,4,3,13,753,1145
casual,electric_bike,2024,4,3,14,1048,584
casual,classic_bike,2024,1,2,1,2227,68
casual,electric_bike,2024,4,7,19,998,820
member,classic_bike,2024,6,7,17,936,1574
member,electric_bike,2024,8,2,1,809,127
member,classic_bike,2024,2,6,21,604,264
member,electric_bike,2024,2,7,4,517,23
member,electric_bike,2024,3,4,4,500,41
casual,classic_bike,2024,3,4,19,889,173
member,classic_bike,2024,3,3,21,675,511
member,classic_bike,2024,12,5,6,686,237
member,classic_bike,2024,7,7,11,943,1993
casual,electric_bike,2024,11,7,3,564,96
casual,electric_bike,2024,4,4,4,494,21
casual,classic_bike,2024,10,1,11,2279,1803
member,electric_bike,2024,12,4,17,622,1234
casual,classic_bike,2024,1,7,4,866,6
member,classic_bike,2024,7,5,0,856,165
casual,electric_bike,2024,2,6,22,594,65
member,classic_bike,2024,9,5,16,801,2768
member,classic_bike,2024,12,7,17,644,400
casual,classic_bike,2024,8,6,5,1248,107
member,classic_bike,2024,2,7,2,694,35
member,classic_bike,2024,3,4,2,619,13
member,classic_bike,2024,5,3,20,833,1093
casual,electric_bike,2024,7,6,5,634,152
casual,electric_bike,2024,9,5,23,682,522
member,electric_bike,2024,12,5,7,470,751
casual,classic_bike,2024,7,5,23,1657,425
casual,electric_bike,2024,9,5,0,697,240
member,electric_bike,2024,10,7,2,536,272
member,classic_bike,2024,10,1,18,773,1186
member,classic_bike,2024,11,3,21,676,480
casual,classic_bike,2024,11,5,8,833,253
member,electric_bike,2024,11,4,2,470,32
member,electric_bike,2024,6,6,5,598,306
casual,classic_bike,2024,6,7,10,2163,1919
casual,classic_bike,2024,7,5,0,2087,218
member,classic_bike,2024,9,3,5,642,298
casual,classic_bike,2024,12,4,10,1446,62
